# provenance
# target	aptus data-acquisition brief target 3 — what SAP does NOT support (negative evidence register)
# source	help.sap.com, product SAP S/4HANA Cloud Public Edition, version 2608.500, state PRODUCTION
# source_url	one per row, in the source_url column; every row cites the exact topic it was read from
# access_method	anonymous reads of help.sap.com's own published content service (http.svc/deliverableMetadata, http.svc/pagecontent). No login, no api.sap.com traffic, no DOM scraping.
# date_read	2026-09-07
# deliverables_read	55 (40 country/region localisation deliverables including Malaysia, plus SAP Document and Reporting Compliance, Country/Region-Specific Functions, Extend and Integrate, Extensibility for Electronic Document Processing, SAP Intelligent Real Estate, Manage, Protect, International Trade, Finance, Contract Accounting, Public Sector, Banking, Insurance, Oil & Gas, and the 3-system-landscape migration troubleshooting guide)
# topics_read	13176 listed in those deliverables' tables of contents; 12959 returned a body
# statements_found	659 sentences matched the negation patterns; 539 kept after the filters below
# extraction_rule	sentence-level. A sentence is kept when it contains one of: is/are/was/were/can/could/will/would/shall/may/might/do/does/did/has/have + not + (supported|available|released|possible|permitted|allowed|covered|provided|delivered|offered); does/do not support; is/are unsupported; not supported by/for/in/with/on; no plans/support to/for; out of scope; is not part of; is/are excluded from; is/are not in scope.
# filter_rule	dropped 90 sentences opening with a conditional connector (If/When/Unless/Since/Because/While/Although/In case/...) and 20 whose negated subject is itself a conditional clause, because those state a condition rather than a product limitation; dropped 4 affirmative sentences ("You can ...") whose negation sits in a parenthetical relative clause; dropped 1 describing a transient example state; dropped 5 whose subject could not be isolated.
# column_source	capability=the title of the SAP topic the sentence was read from, verbatim. It is SAP's heading, NOT an aptus classification.
# column_source	scope_item_ids=scope item codes appearing IN THE SENTENCE ITSELF and present in the 2608 scope item set (sap-references/2608 Scope sheet, plus the codes in the published Available Interfaces table). Empty on most rows because SAP writes these statements about features, not scope items — an empty cell is not a claim that no scope item is affected.
# column_source	country=the country/region deliverable the topic belongs to; where the topic is not in a country deliverable, a country named explicitly in the sentence. Empty means the statement is product-wide or SAP did not name a country.
# column_source	what_is_not_supported=mechanically extracted from SAP's own sentence: the text preceding the negation verb, after the last connector (however/but/although/while/;/because/since/therefore) and with a leading conjunction stripped. Where nothing precedes the negation, the text following it is used. No wording was added.
# column_source	sap_statement_verbatim=the sentence exactly as SAP published it, whitespace-normalised only. Never softened, never paraphrased, never turned into a caveat.
# column_source	source_type=Help on every row. SAP Notes and Knowledge Base Articles live behind authentication on me.sap.com and were NOT read in this pass, so the KBA and Note families named in the brief are still unharvested — this file is the Help-portal slice of the register, not the register.
# column_source	source_id=the SAP loio, SAP's own stable document id for the topic
# column_source	released_on=empty on every row: help.sap.com publishes a content release (2608) for the document, not a release date for the individual statement. The release for every row in this file is 2608.
# column_source	future_support_stated=a clause from the same or the next sentence in which SAP says something about future support (no plans / not planned / in a future release / currently not / as of now / not yet), verbatim. Empty means SAP said nothing about the future there, NOT that support is planned.
# completeness	floor, and deliberately so. 55 of the product's deliverables were read, chosen because localisation and compliance content is where exclusions are stated; the other ~76 discovered deliverables and every deliverable outside this product were not read. The register is a lower bound on published exclusions, not a census.
# known_gap	the brief's own example — the Real Estate (RE-FX) invoice exclusion from the Malaysian e-invoice solution — is NOT in this file. It was not found on any help.sap.com page reachable without authentication in this pass. It is the class of statement SAP publishes in a KBA, and KBAs need a signed-in me.sap.com session. That gap is stated rather than filled.
# countries_covered	Austria=6, Belgium=4, Brazil=12, Chile=3, China=8, Colombia=9, Croatia=6, Czech Republic=2, Denmark=4, Egypt=4, Finland=2, France=5, Greece=5, Hungary=11, India=26, Ireland=6, Italy=10, Kazakhstan=4, Luxembourg=2, Malaysia=11, Mexico=11, Netherlands=5, Peru=6, Poland=19, Portugal=16, Romania=14, Slovakia=4, Slovenia=2, South Korea=8, Spain=8, Sweden=5, Switzerland=4, Taiwan=3, Thailand=4, Turkey=2, Ukraine=2, United Kingdom=7, United States=15
# rows_without_country	264
# not_claimed	this file states what SAP publishes for release 2608. It says nothing about what any tenant has activated.
capability	scope_item_ids	country	what_is_not_supported	sap_statement_verbatim	source_type	source_id	source_url	released_on	future_support_stated
Derivation of the Profit Center in Contract Accounts Receivable and Payable			Profit centers	Profit centers are not allowed to be set in the accounting interface by means of BAdIs, or substitutions in the entry view.	Help	3d3b0652ea2c4ba7b12e0d6bffb28c96	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/3d3b0652ea2c4ba7b12e0d6bffb28c96.html?version=2608.500		
Determination of the Budget Consumption Date			Due date changes that involve multiple fiscal years	Due date changes that involve multiple fiscal years are not possible without processing the fiscal year carryforward.	Help	8498d63dbc0442e4ae50eadf6a6ee66d	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/8498d63dbc0442e4ae50eadf6a6ee66d.html?version=2608.500		
Determination of the Budget Consumption Date			This change	This change is not possible, the user is informed that the reservation needs to be carried forward first.	Help	8498d63dbc0442e4ae50eadf6a6ee66d	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/8498d63dbc0442e4ae50eadf6a6ee66d.html?version=2608.500		
Developer Guidelines			The delivery classes E, G, and W	The delivery classes E, G, and W are not supported.	Help	7153536bb42f429ab7415dadf093491b	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/7153536bb42f429ab7415dadf093491b.html?version=2608.500		
Developing Extension Items for Extensibility Templates			extension items created in the key user namespace	You can create these items for testing transports, but extension items created in the key user namespace will not be available for selection in the Export Extensibility Template app.	Help	84fa09cba3f145b5a64f087b9fa03ebd	https://help.sap.com/docs/SAP_S4HANA_CLOUD/0f69f8fb28ac4bf48d2b57b9637e81fa/84fa09cba3f145b5a64f087b9fa03ebd.html?version=2608.500		
Dunning Lock			no incoming payment lock	Items or contract accounts that have an incoming payment method but no incoming payment lock are excluded from the dunning run.	Help	2af6c5536a51204be10000000a174cb4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/2af6c5536a51204be10000000a174cb4.html?version=2608.500		
Dunning level			Dunning groups	Dunning groups are excluded from dunning if the open percentage share for the assigned items falls below the limit percentage rate of 0%	Help	c6ffc5536a51204be10000000a174cb4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/c6ffc5536a51204be10000000a174cb4.html?version=2608.500		
Dunning lock			no incoming payment lock	Items or contract accounts that have an incoming payment method but no incoming payment lock are excluded from the dunning run.	Help	5dffc5536a51204be10000000a174cb4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/5dffc5536a51204be10000000a174cb4.html?version=2608.500		
Dynpro Screen Elements that Can Be Logged			In such cases, logging of the input	In such cases, logging of the input is not possible.	Help	e9ea22491efb46b5ac36fbd75b02478f	https://help.sap.com/docs/SAP_S4HANA_CLOUD/55a7cb346519450cb9e6d21c1ecd6ec1/e9ea22491efb46b5ac36fbd75b02478f.html?version=2608.500		
Dynpro Screen Elements that Can Be Logged			to log input fields and OK codes of a list.	It is not possible to log input fields and OK codes of a list.	Help	e9ea22491efb46b5ac36fbd75b02478f	https://help.sap.com/docs/SAP_S4HANA_CLOUD/55a7cb346519450cb9e6d21c1ecd6ec1/e9ea22491efb46b5ac36fbd75b02478f.html?version=2608.500		
Dynpro Screen Elements that Can Be Logged			to log other screen objects, such as the following	It is not possible to log other screen objects, such as the following:	Help	e9ea22491efb46b5ac36fbd75b02478f	https://help.sap.com/docs/SAP_S4HANA_CLOUD/55a7cb346519450cb9e6d21c1ecd6ec1/e9ea22491efb46b5ac36fbd75b02478f.html?version=2608.500		
EC Sales List (DE)			to specify this.	The indicator for whether it is a triangular deal within the EU is never filled in Contract Accounts Receivable and Payable, since it is not possible to specify this.	Help	2db88a6dc6214b2382f55a3fe8f908a6	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/2db88a6dc6214b2382f55a3fe8f908a6.html?version=2608.500		
Earmarked Funds for Flexible Real Estate CLM Contracts			to delete a real estate contract if an earmarked funds document exists for it.	It is not possible to delete a real estate contract if an earmarked funds document exists for it.	Help	f898333a73f644b8846847d00a83e4d9	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/f898333a73f644b8846847d00a83e4d9.html?version=2608.500		
Editing Custom Fields			Some apps	Some apps might not support these features.	Help	51eaeef0155c4311a4d07ed577caa349	https://help.sap.com/docs/SAP_S4HANA_CLOUD/0f69f8fb28ac4bf48d2b57b9637e81fa/51eaeef0155c4311a4d07ed577caa349.html?version=2608.500		
Electronic Messages			Communication to logical systems	Communication to logical systems is not part of SAP S/4HANA output control.	Help	a26f0924a8b14cca8b97237f1bc2afe7	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/a26f0924a8b14cca8b97237f1bc2afe7.html?version=2608.500		
Embedded Scenarios			Currently, creating intelligent scenario of type embedded with PAL	Currently, creating intelligent scenario of type embedded with PAL is not supported in SAP S/4HANA Cloud.	Help	21730f0a35c044459ebe5f563b56c000	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/21730f0a35c044459ebe5f563b56c000.html?version=2608.500		
Enabling File Share Integration			File Share integration is available for DMS documents and	File Share integration is available for DMS documents and not supported for GOS.	Help	7dcbe4a7a30048369e5e46d7c4f88381	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/7dcbe4a7a30048369e5e46d7c4f88381.html?version=2608.500		
End of Purpose (EoP) Check			For business users, it	For business users, it is not possible to search for blocked data or to search for a business object using blocked data in the search criteria.	Help	32b45853b2dc7425e10000000a44176d	https://help.sap.com/docs/SAP_S4HANA_CLOUD/55a7cb346519450cb9e6d21c1ecd6ec1/32b45853b2dc7425e10000000a44176d.html?version=2608.500		
End of Purpose (EoP) Check			to change a business object that contains blocked data.	It is not possible to change a business object that contains blocked data.	Help	32b45853b2dc7425e10000000a44176d	https://help.sap.com/docs/SAP_S4HANA_CLOUD/55a7cb346519450cb9e6d21c1ecd6ec1/32b45853b2dc7425e10000000a44176d.html?version=2608.500		
End of Purpose (EoP) Check			to copy a business object or perform follow-up activities for a business object that contains blocked data.	It is not possible to copy a business object or perform follow-up activities for a business object that contains blocked data.	Help	32b45853b2dc7425e10000000a44176d	https://help.sap.com/docs/SAP_S4HANA_CLOUD/55a7cb346519450cb9e6d21c1ecd6ec1/32b45853b2dc7425e10000000a44176d.html?version=2608.500		
End of Purpose (EoP) Check			to create a business object that contains blocked data.	It is not possible to create a business object that contains blocked data.	Help	32b45853b2dc7425e10000000a44176d	https://help.sap.com/docs/SAP_S4HANA_CLOUD/55a7cb346519450cb9e6d21c1ecd6ec1/32b45853b2dc7425e10000000a44176d.html?version=2608.500		
Error Codes and Troubleshooting for the Migration of Communication Arrangements			The communication scenario	The communication scenario is not available in the target system, for	Help	150f99ce029b40c7abe85248ebe2f446	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a2c23346b3b74b4687f00594f6f5c031/150f99ce029b40c7abe85248ebe2f446.html?version=2608.500		
Error Codes and Troubleshooting for the Migration of Communication Arrangements			from SAC ten"	from SAC ten" does not support authentication without	Help	150f99ce029b40c7abe85248ebe2f446	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a2c23346b3b74b4687f00594f6f5c031/150f99ce029b40c7abe85248ebe2f446.html?version=2608.500		
Error Codes and Troubleshooting for the Migration of Communication Systems			Deletion	Deletion is not permitted, inbound communication user is still in use.	Help	4d7a1fe168144371aed90ac998c64a17	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a2c23346b3b74b4687f00594f6f5c031/4d7a1fe168144371aed90ac998c64a17.html?version=2608.500		
Error Codes and Troubleshooting for the Migration of Communication Systems			Deletion	Deletion is not permitted, outbound communication user is still in use.	Help	4d7a1fe168144371aed90ac998c64a17	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a2c23346b3b74b4687f00594f6f5c031/4d7a1fe168144371aed90ac998c64a17.html?version=2608.500		
Error Codes and Troubleshooting for the Migration of Communication Systems			Deletion	Deletion is not permitted, there are communication arrangements assigned.	Help	4d7a1fe168144371aed90ac998c64a17	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a2c23346b3b74b4687f00594f6f5c031/4d7a1fe168144371aed90ac998c64a17.html?version=2608.500		
Error Codes and Troubleshooting for the Migration of Communication Systems			Deletion of own communication system	Deletion of own communication system is not permitted.	Help	4d7a1fe168144371aed90ac998c64a17	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a2c23346b3b74b4687f00594f6f5c031/4d7a1fe168144371aed90ac998c64a17.html?version=2608.500		
Error Codes and Troubleshooting for the Migration of Communication Systems			Duplicate instance	Duplicate instance is not allowed.	Help	4d7a1fe168144371aed90ac998c64a17	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a2c23346b3b74b4687f00594f6f5c031/4d7a1fe168144371aed90ac998c64a17.html?version=2608.500		
Error Codes and Troubleshooting for the Migration of Communication Systems			The copied business partner number from the source communication system	The copied business partner number from the source communication system is not available in the target communication	Help	4d7a1fe168144371aed90ac998c64a17	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a2c23346b3b74b4687f00594f6f5c031/4d7a1fe168144371aed90ac998c64a17.html?version=2608.500		
Error Handling			In update mode this	In update mode this is not possible.	Help	ba0c2f992713446f8d414e0a24e3ccd1	https://help.sap.com/docs/SAP_S4HANA_CLOUD/74ffc024fd794eeca49dc8ffe7f9870d/ba0c2f992713446f8d414e0a24e3ccd1.html?version=2608.500		
Evaluating Retention Rules			an additional retention requirement exists up to the end of the minimum retention period, data destruction	However, an additional retention requirement exists up to the end of the minimum retention period, data destruction is not permitted until after this time.	Help	ebb8d92101cf478282f6e29563da4782	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/ebb8d92101cf478282f6e29563da4782.html?version=2608.500		
Export Data to Spreadsheet and PDF			In preview mode, the Export function	In preview mode, the Export function is not supported.	Help	8c2b2731b452418a898e563c0ceef5b4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/8c2b2731b452418a898e563c0ceef5b4.html?version=2608.500		
Export Teams			Team hierarchy relationships	Team hierarchy relationships are not supported through this feature.	Help	80c44fcbb9b0496fa5a59cebb79321dc	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/80c44fcbb9b0496fa5a59cebb79321dc.html?version=2608.500		
Extending Responsibility Contexts			The Extend button	The Extend button is not available if a standard responsibility context has already been extended.	Help	7bbad67993e94caab26e0680a42609e5	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/7bbad67993e94caab26e0680a42609e5.html?version=2608.500		
Extensibility Templates			In addition, it	In addition, it may not be possible to prevent imported files from being shared or exported elsewhere.	Help	fe13e26195044b57b91a12369f6a08dc	https://help.sap.com/docs/SAP_S4HANA_CLOUD/55a7cb346519450cb9e6d21c1ecd6ec1/fe13e26195044b57b91a12369f6a08dc.html?version=2608.500		
FAQ: Migrate Variants and Bookmarks			Group visibility	Group visibility is not available in MDA.	Help	9fb98820588f409991db38a243d9c997	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/9fb98820588f409991db38a243d9c997.html?version=2608.500		
Forego Hold or Cross-docking			A change of this field	A change of this field is not possible directly in the inbound delivery.	Help	ecc45ca718c047ad927e82eef7cb29c1	https://help.sap.com/docs/SAP_S4HANA_CLOUD/74ffc024fd794eeca49dc8ffe7f9870d/ecc45ca718c047ad927e82eef7cb29c1.html?version=2608.500		
Frequently Asked Questions			FL-PS integration	FL-PS integration is not available in Public Cloud, as Project Systems and the network order is not available in Public Cloud.	Help	b46f6e960d704488b52f8d1f1612909e	https://help.sap.com/docs/SAP_S4HANA_CLOUD/74ffc024fd794eeca49dc8ffe7f9870d/b46f6e960d704488b52f8d1f1612909e.html?version=2608.500		
Frequently Asked Questions			Manage Kits and Process Returned Items applications	Manage Kits and Process Returned Items applications are not available in the Public Cloud version of Field Logistics.	Help	b46f6e960d704488b52f8d1f1612909e	https://help.sap.com/docs/SAP_S4HANA_CLOUD/74ffc024fd794eeca49dc8ffe7f9870d/b46f6e960d704488b52f8d1f1612909e.html?version=2608.500		
Frequently Asked Questions			Multiple base scenarios	Multiple base scenarios are not supported in Public Cloud.	Help	b46f6e960d704488b52f8d1f1612909e	https://help.sap.com/docs/SAP_S4HANA_CLOUD/74ffc024fd794eeca49dc8ffe7f9870d/b46f6e960d704488b52f8d1f1612909e.html?version=2608.500		
Handle Your Extensions			Side-by-Side Extensibility through SAP BTP	Side-by-Side Extensibility through SAP BTP is not supported.	Help	be44d6b8f0944c0c81107e34e7232fff	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/be44d6b8f0944c0c81107e34e7232fff.html?version=2608.500		
Harmonized Document Management (HDM)			The document types configured as restricted in the Customizing	The document types configured as restricted in the Customizing will not be available for selection in the document type drop-down list.	Help	bc275e43f1b043cc8f97710d5de64e97	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/bc275e43f1b043cc8f97710d5de64e97.html?version=2608.500		
Hold and Cross-docking			The processing of packaging items (as additional lines in the delivery)	The processing of packaging items (as additional lines in the delivery) is not supported in the hold and cross-docking scenario.	Help	6773dcb6c8bf4184a2bba54d353a65f2	https://help.sap.com/docs/SAP_S4HANA_CLOUD/74ffc024fd794eeca49dc8ffe7f9870d/6773dcb6c8bf4184a2bba54d353a65f2.html?version=2608.500		
How Online Validation is Used			to check the historical validity of a value (that is, you cannot check the validity for a previous date and time); the check and the response is valid for the t	It is not possible to check the historical validity of a value (that is, you cannot check the validity for a previous date and time); the check and the response is valid for the time when the request is sent.	Help	fbb79cd2b73a4f9fa3609208123219d3	https://help.sap.com/docs/SAP_S4HANA_CLOUD/60a09f68f2444ceca31dcac2e7017945/fbb79cd2b73a4f9fa3609208123219d3.html?version=2608.500		
How To Manage ILM File Conversion			The system	The system does not support shortening of retention periods.	Help	55d56662b05f47b98f2e1e34ac905415	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/55d56662b05f47b98f2e1e34ac905415.html?version=2608.500		
How to Archive Security Audit Log Messages Using BC_SAL			Residence policies of less than 201 days and retention policies of less than 720 days	Residence policies of less than 201 days and retention policies of less than 720 days will not be supported.	Help	cf8efeee2bed4784a263b6d0ef2fa080	https://help.sap.com/docs/SAP_S4HANA_CLOUD/55a7cb346519450cb9e6d21c1ecd6ec1/cf8efeee2bed4784a263b6d0ef2fa080.html?version=2608.500		
How to Create Communication Systems			the usage of localhost	Please note that the usage of localhost is not allowed as host name.	Help	1bfe32ae08074b7186e375ab425fb114	https://help.sap.com/docs/SAP_S4HANA_CLOUD/0f69f8fb28ac4bf48d2b57b9637e81fa/1bfe32ae08074b7186e375ab425fb114.html?version=2608.500		
How to Manage Recordings of Application User Interfaces			Therefore, it	Therefore, it is not possible to offer all fields for read access logging configuration.	Help	ae187d46129b45bca1622fdaa377ab3f	https://help.sap.com/docs/SAP_S4HANA_CLOUD/55a7cb346519450cb9e6d21c1ecd6ec1/ae187d46129b45bca1622fdaa377ab3f.html?version=2608.500		
How to Preview Multidimensional Analysis			In preview mode, the Export function	In preview mode, the Export function is not supported.	Help	3fa841667b624609834cf29f6a4ecdac	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/3fa841667b624609834cf29f6a4ecdac.html?version=2608.500		
How to Switch to Customer-Controlled Encryption Keys			to restore the lost data or access it in any way.	It may not be possible to restore the lost data or access it in any way.	Help	62442bbb894248d2835aa08d878ccd83	https://help.sap.com/docs/SAP_S4HANA_CLOUD/55a7cb346519450cb9e6d21c1ecd6ec1/62442bbb894248d2835aa08d878ccd83.html?version=2608.500		
How to Switch to Customer-Controlled Encryption Keys			Other SAP Data Custodian features	Other SAP Data Custodian features are not supported.	Help	62442bbb894248d2835aa08d878ccd83	https://help.sap.com/docs/SAP_S4HANA_CLOUD/55a7cb346519450cb9e6d21c1ecd6ec1/62442bbb894248d2835aa08d878ccd83.html?version=2608.500		
Implementing Custom Logic for Contract Accounting			Using the delivered CDS views, you can read data which	Using the delivered CDS views, you can read data which is not provided within the BAdIs but which you require for your custom implementation.	Help	4b621d51457b4caabc6b39679c841395	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6b39bd1d0e5e4099a5b65d835c29c696/4b621d51457b4caabc6b39679c841395.html?version=2608.500		
Import Teams			Team hierarchy relationships	Team hierarchy relationships are not supported through this feature.	Help	152d0d9039a248d782e3672e616312e4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/152d0d9039a248d782e3672e616312e4.html?version=2608.500		
Importing a Software Collection			Export, import, and forward	Export, import, and forward are not possible while the system is being prepared for upgrade.	Help	74940689b4a54c89a04f11dc2247701a	https://help.sap.com/docs/SAP_S4HANA_CLOUD/0f69f8fb28ac4bf48d2b57b9637e81fa/74940689b4a54c89a04f11dc2247701a.html?version=2608.500		
Importing a Software Collection			You will now be able to repeat the process in the next system until your software collection version reaches the last available system where the Forward option	You will now be able to repeat the process in the next system until your software collection version reaches the last available system where the Forward option will not be available anymore.	Help	74940689b4a54c89a04f11dc2247701a	https://help.sap.com/docs/SAP_S4HANA_CLOUD/0f69f8fb28ac4bf48d2b57b9637e81fa/74940689b4a54c89a04f11dc2247701a.html?version=2608.500		
Importing a Software Collection			postprocessing	postprocessing is not possible	Help	74940689b4a54c89a04f11dc2247701a	https://help.sap.com/docs/SAP_S4HANA_CLOUD/0f69f8fb28ac4bf48d2b57b9637e81fa/74940689b4a54c89a04f11dc2247701a.html?version=2608.500		
Installment Plan Analysis on Key Date			to delete analyses that were already archived.	It is not possible to delete analyses that were already archived.	Help	9f9bfd2d839d4832b2edea66fe1e2e3e	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/9f9bfd2d839d4832b2edea66fe1e2e3e.html?version=2608.500		
